sentence,difficulty
"Often more productive than others, it creates a unifying effect in a work team where small common problems are put into perspective.",B1
"He's someone you can count on, you can trust him.",B1
"A small mark on the front, scars on the body and a slightly claudancancancancutor was the only visible traces of the accident that she had suffered a year and a half before.",B2
It can be perceived as being very reductive!,B2
"Her supporters see her as a fierce activist in ecology, who does not hesitate to make her voice heard.",C1
How old are you ?,A1
Now he concentrated all the powers in his hands,B2
"Two funny, but very polite, graciously gave me a place on the straw couch;And the coffee that I made there was certainly better than the black decoction of the most famous Café de Paris.",C1
"""Because revisions help to find the storage in his memory,"" he adds",C2
"From that time, there were specialized establishments for the preparation of competitions, mostly private institutions.",C2
They force partners to a permanent communication effort to maintain a Modus Vivendi enriched with imagination.,C2
"Ladies, your attention, please.",A1
The school's mission has changed.,A2
"If some escape this general destiny, they contain their secret dissent in themselves;They see in most of the ridiculous the germ of vices: they do not like it anymore, because contempt replaces mockery, and contempt is silent.",C2
I would have sent you a photo but we have no device,B1
"Come, who is the one who wants to open the list?",B1
"And in August, we may spend a few days in the mountains.",B1
"It only took 12 years, between 1999 and 2011, so that the world's population went from 6 to 7 billion inhabitants",B1
"Yukihiro Kimura, inventor of recycling of fuel diapers, Yonago, Japan.",B2
I finally sought a reasoning that could draw me from this struggle with honor to my own eyes.,C2
They were there,A1
"Beloved, cursed be this storm which he retained at sea, preventing me from coming in time!",C1
"Delicious little tender and crisp donuts at the same time, an ideal recipe for traveling under the tropics sun",C1
"When I have finished my studies, I will take a sabbatical year.",B2
"For some authors, the consequences could be an important evolution of the traditional organization of the company",C2
"A crisis occurs after a period of a few months, during which the pressure - professional, family or existential - continues to rise.",C1
"A lighter joke, a more varied conversation, a particular mixture of melancholy and cheerfulness, discouragement and interest, enthusiasm and irony, surprised and attached Ellénore.",C2
"A landscaped graph representing the prairie network at the regional level (zone essentially encompassing the jurassian platforms of the Department of Doubs) had already been carried out in a previous study, from a less precise land use card derived from asatellite image classification;This first study had made it possible to test various settings of the graph, to represent with the most validity the ""meadow infrastructure"" as perceived by the land country.",C1
The laptop allows young people to keep a private space in family life.,B2
"In China, Mother's Day takes place on the 2nd Sunday in May.",B1
The market was soon concluded.,B2
It's finish.,A1
"The inequality between rich and poor countries, as it looks at the mingy of the last century, at the time of decolonizations, was neither eternal nor inevitable.",C1
"During its short period of activity, the robot worked hard.",B2
"""I accepted Neera Tanden's request to withdraw"" his candidacy, said Joe Biden in a statement.",B2
The cat arrived in the living room and it scraped the chair with its claws.,A1
"Alas: it is an interjection that expresses complaint, suffering, regret.",B1
"In college and high school, we practice the art of conversation, that of complicity, small passions shared in a feeling of lightness and carelessness since nothing is final.",B2
Candlemas is a very old party.,A2
The school cannot do everything.,A2
This store is not far from my home,A1
"To close this monograph of Constantinopolitan coffee, let us quote another which is hardly frequented only by sailors.",C1
"This is what would try to conceive of a truly complex thought, inspired by Edgar Morin, who would be aware of the links uniting each thing.",C2
