sentence,difficulty
"Cependant, les bougies de l'orchestre s'allument; le lustre descendait du plafond, la pente, avec le rayonnement de ses facettes, une gaieté soudaine dans la pièce; puis les musiciens sont entrés les uns après les autres, et c'était d'abord un long, un ronflementbasse, grognement de basse, pistons de trompette, flûtes et flageolets qui ont pia.",C1
"Bruno Bonnell Le mot ""robot"" a été inventé par l'auteur tchèque Karel Capek de la pièce Rossum's Universal Robots (R.U.R), a joué en 1920, et qui a mis en scène des hommes morts qui prenaient la place des travailleurs dans les usines.",C1
"Chaque soir de mon enfance, je suis rentré chez moi poursuivi par l'école.",B1
"Cependant, ils insistent sur le fait que les animaux ne sont conduits que selon la méthode «traditionnelle», qui exclut l'utilisation de fusils à forage élevé ou de bateaux mécanisés.",C1
Ils auraient pu devenir de très grands amis s'ils se connaissaient auparavant.,B2
"Et après le film, je lui emmène le dîner dans un restaurant romantique",A2
L'été est le 21 juin et les beaux jours sont là!,A1
"Leur intention étant d'identifier la philosophie de certains faits constants et actuels, ils devront souvent corriger les événements au profit de la probabilité et du détriment de la vérité, car le vrai peut parfois ne pas être probable.",C1
La mer est toujours calme au début.,A2
"Les nattes placés sur les tapis vous permettent de dormir sur le sol dans les tentes, avec ou sans couverture de laine de mouton.",B2
"Eh bien, l'enquête est terminée, Madame.",A2
Mimivirus forment le premier type de virus géant découvert dans le monde.,C1
"Enfin, les producteurs sont préoccupés par la pollution selon laquelle ces équipements peuvent provoquer qui contiennent parfois des substances dangereuses.",B2
Certains sermons de quelques hypochondriaques à ce point sont-ils parvenus à déconner l'Algérien avec sa santé?,C2
"Grâce à l'intervention de M. Ibrahim, le monde des adultes avait craqué, il n'a pas offert le même mur uniforme contre lequel j'ai conçu, une main étirée à travers une fente.",B2
Je t'appellerais au cas où il y aurait un problème.,B1
C'est là que je cuisine des gâteaux et des pâtisseries.,A2
Le jour de Pâques est le jour de la résurrection du Christ,B1
Ils ne vont pas à la manifestation car ils ne pouvaient pas prendre de jours de congé.,B1
"Ils établissent cinq catégories: se mettez en vert, se mettez seul, se consacrant aux autres, vivent votre passion, allez loin.",C1
L'objectif est d'offrir aux étudiants des techniques efficaces de recherche sur l'information.,B2
Il apprendra à ne pas courir après une balle ou à ne pas avoir peur de la corne des voitures.,B1
"Suite à la suppression prévue de la navette spatiale américaine, la NASA lance un appel aux appels d'offres pour le transport d'une partie du fret et des équipes qui ne peuvent pas être pris en charge par les navires existants.",C2
La connexion ne fonctionne plus.,A1
Le cours de géographie est annulé.,A1
"Le, plus grand, j'ai découvert les professions de la police et des avocats dans un film.",A2
Qui a aidé le paysan à tromper le démon?,B1
Il a dû appeler le médecin en service.,B1
Un peuple dont le nom n'est pas connu.,B1
"Je me suis concentré sur les pousses rapides: la laitue, le chou frisé, le chou frisé, le chou frisé.",B2
Que donne le père éternel à cet animal?,A2
"Elle a toujours ses affaires, ce n'est pas le genre de fille de demander constamment une queue de crayon, une double feuille, comme certaines que je connais.",B1
Laura est la sœur de Julie.,A1
Je suis heureux de vous revoir le mois prochain,B1
C'est en tout cas ce que Capek a pensé dans son livre fondateur.,A2
"Il est pratique d'aller d'un centre commercial à un autre, d'aller à l'école, à la piscine, au stade ou au théâtre",A2
"Donc, vous avez vu le film, vous avez écrit un texte et vous avez décrit l'histoire.",A2
J'aime les voyages et la littérature russes.,A1
Il est extrêmement difficile de lutter contre le téléchargement illégal.,B2
"Il sait bien cuisiner en général, il prépare également le repas.",A2
"Aussi à éviter: les hypocrites qui portent leurs enfants dans une écharpe pour donner une image positive de leur conception de leur paternité, mais à peine le faire, croyant qu'ils avaient fait leur part une fois rentré chez eux.",B2
"""La batterie est inférieure au niveau nécessaire pour faire fonctionner l'ordinateur central"", a déclaré Ulamec.",B1
Il fait beau dehors.,A1
Je profite également du petit déjeuner pour lire les nouvelles en ligne,A1
Oui je vais bien.,A1
"La seule chose qui me vient à l'esprit, ce sont les cartes d'anniversaire.",B1
Aimez-vous l'aventure?,A2
"Nous sommes pris en otage par des imposteurs, par des maniaques du pré-kitchen et de la vinaigrette à Sachet!",B2
L'histoire que je vous lirai s'appelle le berger et le dragon.,A2
Quel est ton nom ?,A1
"Les tentes nomades offrent un asile tempéré, à condition que vous soyez ouvert à la promotion de l'installation d'un courant d'air qui évacue la chaleur.",B2
"Ce cadeau m'a immédiatement transporté dans un monde imaginaire où j'ai passé des heures entières à jouer du coiffeur avec mes clients imaginaires et mes poupées et pendant longtemps, je nourris le désir d'être une coiffeuse",C1
Quels films préférez-vous?,A2
J'ai mis mon ordinateur portable dans la poche de ma veste.,A1
"Enfin à Hegel comme à Hôlderlin, la révélation chrétienne semble être un approfondissement de la révélation païenne, comme une réconciliation plus profonde de l'infini et de la finition.",C2
"Ce livre établit une liste d'erreurs de langage, d'anglicisme, de pléonasmes, de néologismes et de barbares classés par ordre alphabétique.",C2
Ces personnes n'ont que des contacts avec les voyageurs perdus et certains marchands.,B2
C'est pour la photo!,A1
"Cependant, comme d'habitude, elle est attentive et calme.",A2
Pourquoi finalement le démon est-il retourné au trou sans fond?,B1
Mais où est Alice?,A1
Un enfant: Regardez les œufs!,A2
"Le principe général adopté pour identifier les domaines de vulnérabilité est basé sur la ""méthode de suppression"": à partir d'une certaine mesure de connectivité calculée pour l'ensemble du graphique, il consiste à simuler successivement la suppression de tous les éléments du graphique (stations ouliens) et à calculer pour chacun le taux de variation entre la valeur initiale de la métrique et la valeur en tenant compte de la suppression.",C1
"Pour le dessert, il y a une mousse au chocolat.",A1
Un grand succès de l'estime.,C1
"""Me voici."" Quand la femme a vu le berger, elle a cessé de pleurer et a dit: ""Eh bien, où avez-vous été tout l'hiver?""",B1
Personne ne veut vivre dans la rue.,A2
Elle est chanteuse.,A1
"Les bords de ce réseau sont les chemins parcourus, qui galent les pieds et endommagent le rythme; les nœuds sont constitués des lieux de réception, où les vagabonds aspirent au repos physique et moral, mais qu'ils obtiennent rarement.",C2
Je vais marcher dans le parc avec mon camarade.,A2
Il a entendu un grand cri du fond des bois.,C1
"Le professeur, l'artisan, dans sa classe, avec ses moyens, avec sa vision, avec ses élèves, dans un univers assez fermé, qui développera sa classe inversée.",C2
"Cela change que tout le monde au 19e siècle a été contraint de comprendre le français à aller à la mairie, au service militaire ou à lire la presse.",A2
"Le cache du verbe signifie ""mettre quelque chose ou quelqu'un quelque part, les cacher, les garder dans un endroit secret"".",B1
"Je veux donc vous poser une première question, l'école a-t-elle la même fonction aujourd'hui qu'hier?",A2
"Ces descendants gâtés des trente années glorieuses ont établi la dictature de la jeunesse, la dynamité des valeurs de leurs parents, monopolisent les leviers du pouvoir médiatique politique, économique, culturel et médiatique.",C1
"Vous voyez donc le film, vous écrivez un texte et vous décrivez correctement l'histoire.",A2
"Pour ne pas être malade, lavez-vous souvent les mains et ne buvez pas dans le verre d'un autre enfant.",A2
"Mais d'autres ne sont pas d'accord: ""Son accent est si fort que l'auditeur oubliera ce qu'il dit"", ""La politique est un sujet trop sérieux pour être confié à une telle intonation de chant *"" Tothe End, Philippe Labro, puis vice-président de laStation de radio, a expliqué: ""Il y a deux possibilités: soit son accent lui permettra d'être connu et ce sera très bon.",B1
C'est le château.,A1
À la semaine prochaine.,A1
Et pourquoi le sont-ils?,B1
Le temps se termine.,A2
"Le lendemain, le général autrichien a appelé le comte Pietranera, l'a reçu avec toute la distinction possible et lui a assuré que sa pension de retraite ne prendrait pas longtemps pour être liquidé sur le pied le plus avantageux.",C1
Il y aura bientôt une salle de consommation à moindre risque pour les toxicomanes,B2
"""Et nous avons des technologies capables d'augmenter considérablement la productivité des fermes et de mieux contrôler les ressources en eau"", a-t-il déclaré.",C1
"Maintenant, Skype refuse de donner aux autorités policières les clés qui leur permettraient de décoder les conversations téléphoniques des suspects faits avec le logiciel.",C1
Quel est le nom du directeur pour qui vous travaillez?,B1
"Misandria est une haine de réponse, dans un contexte de domination patriarcale qui est elle-même violente envers les femmes.",C2
C'est loin de Paris!,A1
"Entre-temps, de petits cours de formation en langue algorithmique et informatique ont été effectués pour les enseignants des écoles et des collèges, des inspecteurs et formateurs de l'IUFM (University Master Training Institute).",B2
Je voudrais un café s'il vous plaît!,A1
"L'essor de la technologie numérique et des nouvelles technologies promettent d'augmenter la productivité en stimulant l'innovation, en générant des gains d'efficacité et en améliorant les services.",C1
Comment sont les enfants?,B1
Il aurait voulu les accompagner tellement!,B1
Qui est Azaël?,A1
Je me suis dit quand je voulais aussi me battre pour la justice,A2
Étiez-vous déjà allé voir cette pièce?,A2
"C'est déjà lundi, et toute la semaine recommence.",A2
Mais ma plus grande passion est l'art.,A2
Nous n'avons pas peur de travailler.,A2
J'aime le sport.,A1
"Ellénore craignait, en étant catégorique, de voir les rectiles renouvelés qui l'ont alarmée pour elle et pour moi.",C2
Il n'y a pas seul à la maison ce soir,A1
"Qu'ils soient mariés depuis des années ou vivent pour la première fois sous le même toit, le confinement mettra tous les couples à l'épreuve.",B1
"Soulignant, dans le préambule, la manière très différente dont le projet avait été discuté par l'Assemblée nationale et par le Sénat, M. Bernard Roman, Rapporteur de l'Assemblée nationale, considérait que cette divergence du fonds n'était pas très propice à la poursuite de la poursuite de«Une discussion fructueuse dans le comité conjoint.",C2
J'aimerais que tout le monde admire mes peintures!,B1
J'ai la jeune carte.,A1
"C'est une bonne nouvelle, mais comment vais-je faire dans une si grande ville quand j'aime la nature?",A2
"En ces temps où un virus soumet nos vies, contrecarne nos projets, crée partout un climat d'incertitude, Chance voulait que je trouve une lumière dans les pages de Pascal sur la ""disproportion de l'homme"" (pensées, Brunschvicg, 72), ce texteQue tout le monde a lu une fois dans sa jeunesse, jamais médité depuis: ""C'est là que la connaissance naturelle nous mène.",C2
